Tanggal,Nama_Barang,Tipe_Transaksi,Kuantitas,Satuan,DayOfWeek,NamaHari,DayType,TxOrder,TotalPerDay,WaktuRatio,Waktu,Kategori
2025-01-03 00:00:00,USB HUB UH7 M-TECH  (S),Faktur Penjualan,3,UNIT,4,Friday,Weekday,15,17,0.882352941176471,Sore,Aksesoris/Komponen
2025-01-03 00:00:00,WIRELESS PRESENTER LASER PP-1000 (S),Faktur Penjualan,2,UNIT,4,Friday,Weekday,16,17,0.941176470588235,Sore,Aksesoris/Komponen
2025-01-04 00:00:00,BANQUET GOBLET 10.5OZ 3721 LIBBEY (P),Faktur Penjualan,4,UNIT,5,Saturday,Weekend,0,39,0,Pagi,Perangkat/Gadget
2025-01-04 00:00:00,BUTTER KNIFE S/S KECIL AD (P),Faktur Penjualan,12,UNIT,5,Saturday,Weekend,1,39,0.0256410256410256,Pagi,Perangkat/Gadget
2025-01-04 00:00:00,CEREAL BOWL 6.25INCH 21640/A001 SGO (P),Faktur Penjualan,12,UNIT,5,Saturday,Weekend,2,39,0.0512820512820513,Pagi,Perangkat/Gadget
2025-01-04 00:00:00,COFFE WARMER SC-CM2 (P),Faktur Penjualan,1,UNIT,5,Saturday,Weekend,3,39,0.0769230769230769,Pagi,Perangkat/Gadget
2025-01-04 00:00:00,CONSOMME C/S 05801/2 POLOS SGO (P),Faktur Penjualan,12,UNIT,5,Saturday,Weekend,4,39,0.102564102564103,Pagi,Perangkat/Gadget
2025-01-04 00:00:00,CUP & SAUCEER CAPUCINO 12OZ E654/734 LGC.E.B (P),Faktur Penjualan,12,UNIT,5,Saturday,Weekend,5,39,0.128205128205128,Pagi,Perangkat/Gadget
2025-01-04 00:00:00,CUP & SAUCER 7OZ/200 E030/4 LGC.E.B (P),Faktur Penjualan,12,UNIT,5,Saturday,Weekend,6,39,0.153846153846154,Pagi,Perangkat/Gadget
2025-01-04 00:00:00,DECANTER 500CC BACCHUS 80113 PSBC (P),Faktur Penjualan,4,UNIT,5,Saturday,Weekend,7,39,0.17948717948718,Pagi,Perangkat/Gadget
2025-01-04 00:00:00,DINNER PLATE 10INCH 01010/A001 SGO (P),Faktur Penjualan,12,UNIT,5,Saturday,Weekend,8,39,0.205128205128205,Pagi,Perangkat/Gadget
2025-01-04 00:00:00,DISSERT KNIFE APRILLIA MP (P),Faktur Penjualan,12,UNIT,5,Saturday,Weekend,9,39,0.230769230769231,Pagi,Perangkat/Gadget
2025-01-04 00:00:00,FLARE PILSNER 11 1/2OZ 19 LIBBEY (P),Faktur Penjualan,4,UNIT,5,Saturday,Weekend,10,39,0.256410256410256,Pagi,Perangkat/Gadget
2025-01-04 00:00:00,GARPU DESSERT FORK APRILLIA MP (P),Faktur Penjualan,12,UNIT,5,Saturday,Weekend,11,39,0.282051282051282,Pagi,Perangkat/Gadget
2025-01-04 00:00:00,GARPU MIE/SALAD S/S AD (P),Faktur Penjualan,12,UNIT,5,Saturday,Weekend,12,39,0.307692307692308,Pagi,Perangkat/Gadget
2025-01-04 00:00:00,GARPU RUBY CAKE FORK S/S 6PCS RB-585F (P),Faktur Penjualan,12,UNIT,5,Saturday,Weekend,13,39,0.333333333333333,Siang,Perangkat/Gadget
2025-01-04 00:00:00,GARPU STEAK PP.HDL HJ14 COOKMASTER (P),Faktur Penjualan,6,UNIT,5,Saturday,Weekend,14,39,0.358974358974359,Siang,Perangkat/Gadget
2025-01-04 00:00:00,GAS SALAMANDER CROWN E-RMH-780S (P),Faktur Penjualan,1,UNIT,5,Saturday,Weekend,15,39,0.384615384615385,Siang,Perangkat/Gadget
2025-01-04 00:00:00,GELAS BIR 22OZ 51922/G2618 MINDEN LM (P),Faktur Penjualan,4,UNIT,5,Saturday,Weekend,16,39,0.41025641025641,Siang,Perangkat/Gadget
2025-01-04 00:00:00,GELAS ISLANDE 31CL E-5881 (S),Faktur Penjualan,6,UNIT,5,Saturday,Weekend,17,39,0.435897435897436,Siang,Aksesoris/Komponen
2025-01-04 00:00:00,GELAS MARTINI 8OZ 7512 LIBBEY (P),Faktur Penjualan,4,UNIT,5,Saturday,Weekend,18,39,0.461538461538462,Siang,Perangkat/Gadget
2025-01-04 00:00:00,GELAS TUMBLER 33CL J3651/N1311 CORTINA COLOR LM (P),Faktur Penjualan,26,UNIT,5,Saturday,Weekend,19,39,0.487179487179487,Siang,Perangkat/Gadget
2025-01-04 00:00:00,GELAS TUMBLER FH33 95283/E5882 ISLAND LM (P),Faktur Penjualan,4,UNIT,5,Saturday,Weekend,20,39,0.512820512820513,Siang,Perangkat/Gadget
2025-01-04 00:00:00,GELAS TUMBLER HOT-SHOT 3.4CL 14121/G2613 LM (P),Faktur Penjualan,50,UNIT,5,Saturday,Weekend,21,39,0.538461538461538,Siang,Perangkat/Gadget
2025-01-04 00:00:00,GELAS WHITE WINE 187CC 44711 CAPRI PSBC (P),Faktur Penjualan,36,UNIT,5,Saturday,Weekend,22,39,0.564102564102564,Siang,Perangkat/Gadget
2025-01-04 00:00:00,GELAS WINE 19CL 53141 SIGNATURE (P),Faktur Penjualan,6,UNIT,5,Saturday,Weekend,23,39,0.58974358974359,Siang,Perangkat/Gadget
2025-01-04 00:00:00,HEAVY DUTY BLENDER GETRA KS-10000 (P),Faktur Penjualan,4,UNIT,5,Saturday,Weekend,24,39,0.615384615384615,Siang,Perangkat/Gadget
2025-01-04 00:00:00,MUG SUSU 600ML BTE-22-600 FUJINEX (P),Faktur Penjualan,1,UNIT,5,Saturday,Weekend,25,39,0.641025641025641,Siang,Perangkat/Gadget
2025-01-04 00:00:00,"PIRING KUE 8-1/8"" LGC.E.B (P)",Faktur Penjualan,12,UNIT,5,Saturday,Weekend,26,39,0.666666666666667,Sore,Perangkat/Gadget
2025-01-04 00:00:00,PISAU STEAK 5INCH COKLAT 21100/695 PLWD TM (P),Faktur Penjualan,6,UNIT,5,Saturday,Weekend,27,39,0.692307692307692,Sore,Perangkat/Gadget
2025-01-04 00:00:00,QUANTO MILK SHAKE 34CL FR1834 FORMIA (P),Faktur Penjualan,4,UNIT,5,Saturday,Weekend,28,39,0.717948717948718,Sore,Perangkat/Gadget
2025-01-04 00:00:00,RUBY DINNER FORK S/S RB-583F (P),Faktur Penjualan,12,UNIT,5,Saturday,Weekend,29,39,0.743589743589744,Sore,Perangkat/Gadget
2025-01-04 00:00:00,RUBY DINNER KNIFE S/S RB-586-1 (P),Faktur Penjualan,12,UNIT,5,Saturday,Weekend,30,39,0.769230769230769,Sore,Perangkat/Gadget
2025-01-04 00:00:00,RUBY DINNER SPOON S/S RB-583S (P),Faktur Penjualan,12,UNIT,5,Saturday,Weekend,31,39,0.794871794871795,Sore,Perangkat/Gadget
2025-01-04 00:00:00,SALAD PLATE 8INCH 01810 POLOS SGO (P),Faktur Penjualan,12,UNIT,5,Saturday,Weekend,32,39,0.820512820512821,Sore,Perangkat/Gadget
2025-01-04 00:00:00,SENDOK DESSERT SPOON APRILLIA MP (P),Faktur Penjualan,12,UNIT,5,Saturday,Weekend,33,39,0.846153846153846,Sore,Perangkat/Gadget
2025-01-04 00:00:00,SENDOK SOUP 7CM SUNLIGHT COOKMASTER (P),Faktur Penjualan,12,UNIT,5,Saturday,Weekend,34,39,0.871794871794872,Sore,Perangkat/Gadget
2025-01-04 00:00:00,SENDOK TEA SPOON APRILLIA MP (P),Faktur Penjualan,12,UNIT,5,Saturday,Weekend,35,39,0.897435897435898,Sore,Perangkat/Gadget
2025-01-04 00:00:00,SLOTTED SERVING SPOON (BJ) R/L-BM (P),Faktur Penjualan,12,UNIT,5,Saturday,Weekend,36,39,0.923076923076923,Sore,Perangkat/Gadget
2025-01-04 00:00:00,TEA POT 70663/4/A001 SGO (P),Faktur Penjualan,1,UNIT,5,Saturday,Weekend,37,39,0.948717948717949,Sore,Perangkat/Gadget
2025-01-04 00:00:00,WATER GOBLET 11OZ E3901/V3045 (BJ)REGAL (P),Faktur Penjualan,66,UNIT,5,Saturday,Weekend,38,39,0.974358974358974,Sore,Perangkat/Gadget
2025-01-06 00:00:00,BRACKET STANDING RODA NORTH BAYOU NB AVA1500-60-1P (S),Faktur Penjualan,1,UNIT,0,Monday,Weekday,0,8,0,Pagi,Notebook/Laptop
2025-01-06 00:00:00,"HUAWEI MATEPAD PRO 13"" 12GB/512GB (P)",Faktur Penjualan,2,UNIT,0,Monday,Weekday,1,8,0.125,Pagi,Perangkat/Gadget
2025-01-06 00:00:00,LENSA CANON EF-50MM (P),Faktur Penjualan,2,UNIT,0,Monday,Weekday,2,8,0.25,Pagi,Perangkat/Gadget
2025-01-06 00:00:00,LENSA TAMRON SP 15-30MM F/2.8 VC USD G2 (P),Faktur Penjualan,2,UNIT,0,Monday,Weekday,3,8,0.375,Siang,Perangkat/Gadget
2025-01-06 00:00:00,MOUSE MIKUSO MOS-W080 (S),Faktur Penjualan,1,UNIT,0,Monday,Weekday,4,8,0.5,Siang,Aksesoris/Komponen
2025-01-06 00:00:00,MOUSE PAD JEL (S),Faktur Penjualan,1,UNIT,0,Monday,Weekday,5,8,0.625,Siang,Aksesoris/Komponen
2025-01-06 00:00:00,"NB HP 14-EM0333AU AMD R3-7320U 8GB/512GB/WIN11+OHS/14"" (SN-P)",Faktur Penjualan,1,UNIT,0,Monday,Weekday,6,8,0.75,Sore,Notebook/Laptop
2025-01-06 00:00:00,"SAMSUNG SMART TV 65"" 4K UHD UA65DU7700KXXD (S)",Faktur Penjualan,1,UNIT,0,Monday,Weekday,7,8,0.875,Sore,Smartphone
2025-01-07 00:00:00,BOX LAPTOP NEW (S),Faktur Penjualan,2,UNIT,1,Tuesday,Weekday,0,10,0,Pagi,Notebook/Laptop
2025-01-07 00:00:00,KEYBOARD M-TECH STK-01 (S),Faktur Penjualan,1,UNIT,1,Tuesday,Weekday,1,10,0.1,Pagi,Aksesoris/Komponen
2025-01-07 00:00:00,MOUSE MIKUSO MOS-015U (S),Faktur Penjualan,1,UNIT,1,Tuesday,Weekday,2,10,0.2,Pagi,Aksesoris/Komponen
2025-01-07 00:00:00,MOUSE MIKUSO MOS-W080 (S),Faktur Penjualan,6,UNIT,1,Tuesday,Weekday,3,10,0.3,Pagi,Aksesoris/Komponen
2025-01-07 00:00:00,NB LENOVO YOGA 370 CI5 GEN7 8GB/256GB/TS (SN),Faktur Penjualan,2,UNIT,1,Tuesday,Weekday,4,10,0.4,Siang,Notebook/Laptop
2025-01-07 00:00:00,NB MICROSOFT SURFACE PRO 4 CI5-6300U 4GB/128GB TS (SN),Faktur Penjualan,1,UNIT,1,Tuesday,Weekday,5,10,0.5,Siang,Notebook/Laptop
2025-01-07 00:00:00,SSD SATA III 256GB V-GEN (P),Faktur Penjualan,2,UNIT,1,Tuesday,Weekday,6,10,0.6,Siang,Perangkat/Gadget
2025-01-07 00:00:00,STIKER ENGLISH KEYBOARD (S),Faktur Penjualan,5,UNIT,1,Tuesday,Weekday,7,10,0.7,Sore,Aksesoris/Komponen
2025-01-07 00:00:00,"TAS NOTEBOOK 14"" (S)",Faktur Penjualan,5,UNIT,1,Tuesday,Weekday,8,10,0.8,Sore,Notebook/Laptop
2025-01-07 00:00:00,WALL FAN SEKAI IWF 2639 + MOTOR (P),Faktur Penjualan,6,UNIT,1,Tuesday,Weekday,9,10,0.9,Sore,Perangkat/Gadget
2025-01-08 00:00:00,PRINTER EPSON L5290 (P),Faktur Penjualan,2,UNIT,2,Wednesday,Weekday,0,1,0,Pagi,Printer
2025-01-09 00:00:00,BOX LAPTOP NEW (S),Faktur Penjualan,1,UNIT,3,Thursday,Weekday,0,9,0,Pagi,Notebook/Laptop
2025-01-09 00:00:00,MOUSE MS101 JETE (DR-P),Faktur Penjualan,1,UNIT,3,Thursday,Weekday,1,9,0.111111111111111,Pagi,Aksesoris/Komponen
2025-01-09 00:00:00,MOUSE PAD JEL (S),Faktur Penjualan,1,UNIT,3,Thursday,Weekday,2,9,0.222222222222222,Pagi,Aksesoris/Komponen
2025-01-09 00:00:00,NB HP 820 G3 CI5 GEN6 8GB/256GB (SN),Faktur Penjualan,1,UNIT,3,Thursday,Weekday,3,9,0.333333333333333,Siang,Notebook/Laptop
2025-01-09 00:00:00,SAMSON CO2 PENCIL CONDENSER MICROPHONES (S),Faktur Penjualan,1,UNIT,3,Thursday,Weekday,4,9,0.444444444444444,Siang,Aksesoris/Komponen
2025-01-09 00:00:00,SONY ICD-TX660 VOICE RECORDER (S),Faktur Penjualan,1,UNIT,3,Thursday,Weekday,5,9,0.555555555555556,Siang,Aksesoris/Komponen
2025-01-09 00:00:00,SPEAKER ADVANCE K-1512E (P),Faktur Penjualan,1,UNIT,3,Thursday,Weekday,6,9,0.666666666666667,Sore,Perangkat/Gadget
2025-01-09 00:00:00,"TAS NOTEBOOK 14"" (S)",Faktur Penjualan,1,UNIT,3,Thursday,Weekday,7,9,0.777777777777778,Sore,Notebook/Laptop
2025-01-09 00:00:00,ZHIYUN CRANE-M3 S 3-AXIS (P),Faktur Penjualan,1,UNIT,3,Thursday,Weekday,8,9,0.888888888888889,Sore,Perangkat/Gadget
2025-01-10 00:00:00,BOX LAPTOP NEW (S),Faktur Penjualan,5,UNIT,4,Friday,Weekday,0,5,0,Pagi,Notebook/Laptop
2025-01-10 00:00:00,NB AXIOO PONGO 725 CI7-12650H 16GB/512GB/RTX2050/W11 (SN-P),Faktur Penjualan,2,UNIT,4,Friday,Weekday,1,5,0.2,Pagi,Notebook/Laptop
2025-01-10 00:00:00,NB LENOVO L390 CI5 GEN8  8GB/256GB (SN),Faktur Penjualan,3,UNIT,4,Friday,Weekday,2,5,0.4,Siang,Notebook/Laptop
2025-01-10 00:00:00,NB LENOVO X1 CARBON CI5 GEN8 8GB/256GB(SN),Faktur Penjualan,1,UNIT,4,Friday,Weekday,3,5,0.6,Siang,Notebook/Laptop
2025-01-10 00:00:00,NB MICROSOFT SURFACE PRO 4 CI5-6300U 4GB/128GB TS (SN),Faktur Penjualan,1,UNIT,4,Friday,Weekday,4,5,0.8,Sore,Notebook/Laptop
2025-01-11 00:00:00,MOUSE LOGITECH WIRELESS M170 (S),Faktur Penjualan,4,UNIT,5,Saturday,Weekend,0,3,0,Pagi,Aksesoris/Komponen
2025-01-11 00:00:00,MOUSE PAD JEL (S),Faktur Penjualan,1,UNIT,5,Saturday,Weekend,1,3,0.333333333333333,Siang,Aksesoris/Komponen
2025-01-11 00:00:00,"NB MSI MODERN 14 CI5-1155G7 8GB/512GB/14""/W11(SN-P",Faktur Penjualan,1,UNIT,5,Saturday,Weekend,2,3,0.666666666666667,Sore,Notebook/Laptop
2025-01-13 00:00:00,APPLE MACBOOK AIR M3 2024 8CPU 10GPU/24GB/512GB (SN-P),Faktur Penjualan,1,UNIT,0,Monday,Weekday,0,2,0,Pagi,Notebook/Laptop
2025-01-13 00:00:00,TAS KAIN BESAR TOKO (S),Faktur Penjualan,1,UNIT,0,Monday,Weekday,1,2,0.5,Siang,Aksesoris/Komponen
2025-01-14 00:00:00,ASHLEY VOICE 1000D (S),Faktur Penjualan,3,UNIT,1,Tuesday,Weekday,0,13,0,Pagi,Aksesoris/Komponen
2025-01-14 00:00:00,CONVERTER VGA TO HDMI +AUDIO NYK(S),Faktur Penjualan,3,UNIT,1,Tuesday,Weekday,1,13,0.0769230769230769,Pagi,Aksesoris/Komponen
2025-01-14 00:00:00,DEAD AND CLAMP KABEL FO 1-6 CORE DROPCORE FIGURE 8/FIG-8 (S),Faktur Penjualan,10,UNIT,1,Tuesday,Weekday,2,13,0.153846153846154,Pagi,Aksesoris/Komponen
2025-01-14 00:00:00,EPSON INK BOTTLE 003 - V100/V299 CYAN (P),Faktur Penjualan,1,UNIT,1,Tuesday,Weekday,3,13,0.230769230769231,Pagi,Perangkat/Gadget
2025-01-14 00:00:00,EPSON INK BOTTLE 003 - V100/V399 MAGENTHA (P),Faktur Penjualan,1,UNIT,1,Tuesday,Weekday,4,13,0.307692307692308,Pagi,Perangkat/Gadget
2025-01-14 00:00:00,FLASHDISK BLADE CZ50 8GB SANDISK (DR-P),Faktur Penjualan,5,UNIT,1,Tuesday,Weekday,5,13,0.384615384615385,Siang,Aksesoris/Komponen
2025-01-14 00:00:00,MIC BETAVO C-19 (S),Faktur Penjualan,3,UNIT,1,Tuesday,Weekday,6,13,0.461538461538462,Siang,Aksesoris/Komponen
2025-01-14 00:00:00,NETLINK HTB-GS-03 GIGABIT MEDIA CONVERTER RJ45 (S),Faktur Penjualan,2,UNIT,1,Tuesday,Weekday,7,13,0.538461538461538,Siang,Aksesoris/Komponen
2025-01-14 00:00:00,TAS KAIN BESAR TOKO (S),Faktur Penjualan,2,UNIT,1,Tuesday,Weekday,8,13,0.615384615384615,Siang,Aksesoris/Komponen
2025-01-14 00:00:00,TINTA EPSON C T003 YELLOW (P),Faktur Penjualan,1,UNIT,1,Tuesday,Weekday,9,13,0.692307692307692,Sore,Perangkat/Gadget
2025-01-14 00:00:00,VENTION KABEL HDMI 20M 4K GOLD PLATED (P),Faktur Penjualan,1,UNIT,1,Tuesday,Weekday,10,13,0.769230769230769,Sore,Perangkat/Gadget
2025-01-14 00:00:00,VIVO V29E 8/256 DEMOLIVE (P),Faktur Penjualan,1,UNIT,1,Tuesday,Weekday,11,13,0.846153846153846,Sore,Smartphone
2025-01-14 00:00:00,ZIMMLINK 2 CORE 3 SELING (S),Faktur Penjualan,1,UNIT,1,Tuesday,Weekday,12,13,0.923076923076923,Sore,Aksesoris/Komponen
2025-01-15 00:00:00,KEYBOARD MIKUSO 049 (S),Faktur Penjualan,1,UNIT,2,Wednesday,Weekday,0,6,0,Pagi,Aksesoris/Komponen
2025-01-15 00:00:00,MINI PC INTEL NUC11ATKC40000-WH / CEL N5105 + WIN11+HOME (SN-P),Faktur Penjualan,1,UNIT,2,Wednesday,Weekday,1,6,0.166666666666667,Pagi,Notebook/Laptop
2025-01-15 00:00:00,"MONITOR HIKVISION DS-D5022F2-1V2S HDMI 22"" (S)",Faktur Penjualan,1,UNIT,2,Wednesday,Weekday,2,6,0.333333333333333,Siang,Monitor/TV
2025-01-15 00:00:00,MOUSE MIKUSO MOS-015U (S),Faktur Penjualan,1,UNIT,2,Wednesday,Weekday,3,6,0.5,Siang,Aksesoris/Komponen
2025-01-15 00:00:00,SSD POWERMAX 256GB NVME (S),Faktur Penjualan,1,UNIT,2,Wednesday,Weekday,4,6,0.666666666666667,Sore,Aksesoris/Komponen
2025-01-15 00:00:00,SWITCHV HUB TOTOLINK SW24D 24 PORT 10/100,Faktur Penjualan,1,UNIT,2,Wednesday,Weekday,5,6,0.833333333333333,Sore,Lainnya
2025-01-16 00:00:00,BOX LAPTOP NEW (S),Faktur Penjualan,1,UNIT,3,Thursday,Weekday,0,6,0,Pagi,Notebook/Laptop
2025-01-16 00:00:00,MOUSE MS101 JETE (DR-P),Faktur Penjualan,1,UNIT,3,Thursday,Weekday,1,6,0.166666666666667,Pagi,Aksesoris/Komponen
2025-01-16 00:00:00,MOUSE PAD JEL (S),Faktur Penjualan,1,UNIT,3,Thursday,Weekday,2,6,0.333333333333333,Siang,Aksesoris/Komponen
2025-01-16 00:00:00,NB LENOVO L490 CI5 GEN8 / RAM 8GB/ SSD 256 GB (SN),Faktur Penjualan,1,UNIT,3,Thursday,Weekday,3,6,0.5,Siang,Notebook/Laptop
2025-01-16 00:00:00,TAS NOTEBOOK DELL (S),Faktur Penjualan,1,UNIT,3,Thursday,Weekday,4,6,0.666666666666667,Sore,Notebook/Laptop
2025-01-16 00:00:00,XIAOMI REDMI 14C 6/128 (P),Faktur Penjualan,1,UNIT,3,Thursday,Weekday,5,6,0.833333333333333,Sore,Smartphone
2025-01-17 00:00:00,AC PANASONIC FLOOR STANDING 5PK CS-J45FFP8 (P),Faktur Penjualan,1,UNIT,4,Friday,Weekday,0,26,0,Pagi,Elektronik Rumah
2025-01-17 00:00:00,"AXIOO MYPC PRO L5-24 (8N5) CI5-1235U 8GB/512GB/23.8""/W11 (SN-P)",Faktur Penjualan,7,UNIT,4,Friday,Weekday,1,26,0.0384615384615385,Pagi,Notebook/Laptop
2025-01-17 00:00:00,"BRITE SCREEN 84"" EMR 2121 (P)",Faktur Penjualan,2,UNIT,4,Friday,Weekday,2,26,0.0769230769230769,Pagi,Perangkat/Gadget
2025-01-17 00:00:00,DISPLAY COOLER CROWN LG-800 (P),Faktur Penjualan,1,UNIT,4,Friday,Weekday,3,26,0.115384615384615,Pagi,Perangkat/Gadget
2025-01-17 00:00:00,ELECTRIC PROOFER SINMAG SM-32F (P),Faktur Penjualan,1,UNIT,4,Friday,Weekday,4,26,0.153846153846154,Pagi,Perangkat/Gadget
2025-01-17 00:00:00,ELECTRIC WATER BOILER CROWN WB-20 (P),Faktur Penjualan,1,UNIT,4,Friday,Weekday,5,26,0.192307692307692,Pagi,Perangkat/Gadget
2025-01-17 00:00:00,ESPRESSO MACHINE GETRA IB7-2GR (P),Faktur Penjualan,1,UNIT,4,Friday,Weekday,6,26,0.230769230769231,Pagi,Perangkat/Gadget
2025-01-17 00:00:00,FOOD WARMER GETRA RTR-160L-2 (P),Faktur Penjualan,1,UNIT,4,Friday,Weekday,7,26,0.269230769230769,Pagi,Perangkat/Gadget
2025-01-17 00:00:00,GREASE TRAP SS 304 (S),Faktur Penjualan,10,UNIT,4,Friday,Weekday,8,26,0.307692307692308,Pagi,Aksesoris/Komponen
2025-01-17 00:00:00,HDD SEAGATE 2TB SKYHAWK MFI CCTV (P),Faktur Penjualan,1,UNIT,4,Friday,Weekday,9,26,0.346153846153846,Siang,Monitor/TV
2025-01-17 00:00:00,HEAVY DUTY BLENDER GETRA KS-10000 (P),Faktur Penjualan,1,UNIT,4,Friday,Weekday,10,26,0.384615384615385,Siang,Perangkat/Gadget
2025-01-17 00:00:00,LCD PROJECTOR ACER X1 DLP (P),Faktur Penjualan,2,UNIT,4,Friday,Weekday,11,26,0.423076923076923,Siang,Perangkat/Gadget
2025-01-17 00:00:00,MANUAL DOUGH SHEETER GETRA YQ-Y130 (P),Faktur Penjualan,1,UNIT,4,Friday,Weekday,12,26,0.461538461538462,Siang,Perangkat/Gadget
2025-01-17 00:00:00,MEJA CAFE BUNDAR 85CM KAKI STAINLESS (S),Faktur Penjualan,6,UNIT,4,Friday,Weekday,13,26,0.5,Siang,Aksesoris/Komponen
2025-01-17 00:00:00,OVEN 2 DECK 4 TRAY CROWN HORECA YXY-40AS (P),Faktur Penjualan,1,UNIT,4,Friday,Weekday,14,26,0.538461538461538,Siang,Perangkat/Gadget
2025-01-17 00:00:00,PLANETARY MIXER CROWN B-30 (P),Faktur Penjualan,1,UNIT,4,Friday,Weekday,15,26,0.576923076923077,Siang,Elektronik Rumah
2025-01-17 00:00:00,SINGLE SINK TABLE WITH BS SS 304 (S),Faktur Penjualan,4,UNIT,4,Friday,Weekday,16,26,0.615384615384615,Siang,Aksesoris/Komponen
2025-01-17 00:00:00,SLUSH MACHINE GEA MYGRANITA-3X (S),Faktur Penjualan,1,UNIT,4,Friday,Weekday,17,26,0.653846153846154,Siang,Aksesoris/Komponen
2025-01-17 00:00:00,SOFT ICE CREAM MACHINE CROWN ICM-3T (P),Faktur Penjualan,1,UNIT,4,Friday,Weekday,18,26,0.692307692307692,Sore,Perangkat/Gadget
2025-01-17 00:00:00,SOLID RACK 4 TIERS SS 304 150x50x155(S),Faktur Penjualan,3,UNIT,4,Friday,Weekday,19,26,0.730769230769231,Sore,Aksesoris/Komponen
